   12.500000     -11.273255
   13.470000     -10.977108
   14.230000      12.146616
   14.660000      -7.244169
   13.610000       2.622955
   11.800000      -3.809058
   11.910000      17.333739
   11.140000     -71.714948
   13.820000     -20.231973
   14.280000     -11.795954
   11.440000     -15.250501
   14.970000       1.984102
   12.430000     -24.720261
   13.460000     -26.932995
    9.470000      -9.011727
   14.640000      10.966507
   13.370000     -54.118026
   11.950000     -18.986526
   15.170000     -13.593725
   11.860000     -26.171862
   12.940000     -13.686304
   12.980000     -30.640347
   12.760000     -37.967916
   13.960000       9.276921
   13.370000      -9.420382
   11.530000      -3.549438
   14.660000     -38.356325
   12.550000      -7.664949
   14.020000     -13.730271
   14.200000    -107.660559
   13.590000       2.998237
   15.270000    -174.471085
   15.840000      -7.679471
   11.490000     -15.366818
   12.520000     -16.805946
   14.630000       1.438480
   14.020000      -2.914000
   13.890000     -18.184536
   14.330000     -17.885983
   13.020000     -10.258807
   13.600000     -27.651688
   14.760000       4.948037
   14.420000     -51.031979
   15.880000     -19.413107
   14.730000     -22.000047
   10.570000     -34.661878
   12.600000      -2.590614
   13.900000     -35.694616
   14.260000      -6.622230
   14.430000     -24.321733
   15.300000     -27.639055
   14.170000     -15.394654
   14.760000     -27.227856
   12.060000     -16.198863
   13.740000     -11.760055
   14.150000     -25.391344
    9.800000     -60.215264
   13.790000      -6.016733
   14.320000      -5.999756
   13.240000     -29.899629
   13.700000     -43.034294
   11.810000     -20.374838
   14.660000      13.258562
   13.430000     -14.098336
   14.740000     -42.815389
   13.400000     -12.298020
   13.180000     -38.725333
   12.120000     -13.979210
   14.020000     -25.076643
   14.360000     -36.253311
   13.760000     -43.525749
   14.640000      -2.427334
   15.270000     -60.248190
   12.940000     -65.175291
   12.650000     -11.964410
   14.010000     -35.166710
   14.390000     -37.123936
   14.140000     -17.099636
   13.250000      -6.099482
   14.510000     -17.072618
   13.660000     -58.890730
   14.410000      22.749401
   11.620000     -16.916546
   14.880000     -22.173687
   14.950000     -16.371838
   11.340000       0.354791
   13.250000      12.639290
   13.360000       0.325376
   13.120000       6.843754
   16.720000     -44.028412
   15.030000     -19.867581
   16.050000     -15.408660
   12.240000      -5.148487
   13.450000     -12.378606
   14.850000     -16.544317
   14.840000     -10.550898
   14.380000     -10.185580
   11.380000      17.833029
   15.240000     -53.456397
   15.440000     -32.465846
   13.460000     -23.624699
   13.600000      40.493354
   15.570000      -2.728706
   12.810000      -2.362482
   13.360000       0.073168
   12.640000     -17.438685
   12.940000     -21.628109
   13.450000     -17.671192
   15.540000     -43.053770
   13.050000     -14.118040
   13.130000      -6.255775
   14.230000      32.947726
   15.170000      22.051133
   12.000000      -3.768431
   14.860000       6.750169
   12.540000    -104.236585
   11.840000       4.049051
   14.830000     -12.114085
   15.080000      36.197726
   15.130000     -13.151548
   13.310000     -15.185428
   12.790000     -19.755099
   14.540000     -37.683967
   14.950000     -41.959085
   14.230000      -5.453305
   11.550000     -12.237508
   11.710000     -13.583818
   13.050000     -11.267527
   13.630000      -5.517691
   14.990000     -16.888805
   11.780000      -0.205175
   13.820000     -44.033999
   15.120000     -16.811572
