    6.000000            NaN            NaN            NaN            NaN            NaN            NaN
    6.500000            NaN            NaN            NaN            NaN            NaN            NaN
    7.000000            NaN            NaN            NaN            NaN            NaN            NaN
    7.500000            NaN            NaN            NaN            NaN            NaN            NaN
    8.000000            NaN            NaN            NaN            NaN            NaN            NaN
    8.500000            NaN            NaN            NaN            NaN            NaN            NaN
    9.000000            NaN            NaN            NaN            NaN            NaN            NaN
    9.500000      -5.836531      -9.011727       3.562477     100.000000     100.000000     100.000000
   10.000000     -34.165387     -60.215264     -41.016187     100.000000     100.000000     100.000000
   10.500000     -18.939218     -34.661878       1.713668     100.000000     100.000000     100.000000
   11.000000     -67.136207     -71.714948      -0.506477     100.000000     100.000000     100.000000
   11.500000      -6.036082      -7.339601      -9.235616      29.683391      11.073315      12.385908
   12.000000       2.206582      -7.932696      -7.857685      15.921389      12.012561      13.921073
   12.500000       2.229982     -24.586838      -1.336160      31.610254      30.729668      11.893596
   13.000000      -2.999670     -18.022318      -8.389373      17.722091      18.665425      15.885315
   13.500000      -4.573416     -14.852308      -8.225251      20.156077      21.148186      18.801340
   14.000000     -11.494448     -20.066859      -3.421052      22.077011      28.668538      16.775867
   14.500000      -8.259679     -16.020368     -13.605234      21.617511      19.687377      18.767451
   15.000000       1.641458     -11.598902      -6.520054      28.061451      20.278928      19.927669
   15.500000      24.585319     -56.767775       2.632120      21.609634      55.388843      14.573084
   16.000000      -3.951825     -14.167079      -8.479817      12.123514       4.766249      11.948107
   16.500000     -50.583821     -44.028412       9.645147     100.000000     100.000000     100.000000
   17.000000            NaN            NaN            NaN            NaN            NaN            NaN
   17.500000            NaN            NaN            NaN            NaN            NaN            NaN
   18.000000            NaN            NaN            NaN            NaN            NaN            NaN
   18.500000            NaN            NaN            NaN            NaN            NaN            NaN
   19.000000            NaN            NaN            NaN            NaN            NaN            NaN
   19.500000            NaN            NaN            NaN            NaN            NaN            NaN
   20.000000            NaN            NaN            NaN            NaN            NaN            NaN
   20.500000            NaN            NaN            NaN            NaN            NaN            NaN
