   13.918801       9.063348     -27.366133       5.124040
   15.021142      10.915478     -39.451242     -32.175203
   13.264448      21.127703      26.187881      23.535864
   12.086506      29.701266     -11.997142      17.279858
   15.152195     -28.944987     -32.851985       5.978223
   15.436623     -20.060018       3.293165       8.513501
   13.949150     -54.130749      -5.434910      16.624785
   13.099204       2.250149     -12.905109      21.044429
   10.692977      -4.750977      20.118568      14.952929
   15.471709     -18.237414     -19.771751      -2.356193
   14.475932     -44.041090      32.929164      -1.994718
   15.196522     -46.980719     -36.016903      22.671531
   15.021798     -11.499647     -30.212855       1.483808
   15.226751      18.805342       1.181011       6.911583
    8.846968      23.531807      -5.034516     -51.098896
   10.550039       1.038695      13.357264     -16.571389
   13.108559     -48.417598     -17.185719      20.836710
   15.094685     -27.645936      15.587264      10.826940
   13.361629     -25.115618      19.035797     -13.237319
   15.124286       1.553443       6.749210      22.646339
   13.782006      -0.992074       0.834483      25.194444
   15.112836     -26.182176     -31.090006      20.208861
   15.281510      43.501957     -45.890729     -16.805361
   14.518357     -20.332733     -44.200065     -10.146091
   13.977939     -46.888098     -53.865895     -19.737896
   14.606387      10.834539     -24.192117       2.332931
   13.375697      -7.867728     -58.050520       7.675440
   16.105750     -57.274633     -31.807103      19.268453
   15.924868     -50.818442     -43.326002     -26.810513
   15.404521     -49.045519       2.353186      -0.620976
   15.918345     -38.451511      21.771131      -3.127028
   14.161769     -12.783887     -29.181176      16.139307
   14.357427      46.688829     -34.900402     -47.553394
   12.595790     -16.717925     -28.288062      -1.328020
   14.750067      27.704305      -9.542795     -19.275166
   14.776668     -52.069486      -6.003945     -22.921111
   14.865797     -25.886055     -16.835113     -13.376335
   14.993183     -47.945106      16.222519      -0.585430
   12.936089      -6.431827     -20.836146      24.140246
   15.196165      20.540384     -13.835408      33.650368
   15.200098      -1.291165      15.396048      -5.686500
   13.895427      -9.052091     -44.269188     -11.414101
   14.738097       7.135502     -27.514437       6.324804
   12.740812      13.436475     -30.616087       5.196965
   15.093957      35.557278      19.168833       6.963160
   13.613951     -34.720878      -2.874840      12.188572
   15.126796      11.722406      -8.584969     -25.030705
   15.069627     -25.253187     -39.583060      23.593712
   13.101722     -20.670485      -9.553227      19.014360
   14.696489      16.977140       0.555984     -13.673990
   11.738334      22.884826      -5.210472      -2.736915
   14.113660    -113.263866      12.130813       0.158329
   15.334173       3.583459      -2.210338       0.331836
   14.931979     -11.277110     -23.388683      -3.463765
   15.203086     -53.461339       9.430107       6.309958
   15.110893     -10.992864     -25.882878     -15.930937
   13.470247      -1.623980     -10.051416     -15.876697
   14.124610      15.954867     -45.298630      29.592309
   15.067049     -13.034631     -11.870418     -21.425072
   12.638835       6.669447      -7.062263     -18.173358
   13.438345     -20.279579       0.973162     -23.194539
   15.149715      12.835733      10.443778       5.028853
   14.736101      18.016621      12.997458       5.190725
   13.486513      29.583398     -28.422008      -9.883564
   15.789701     -56.607366      -8.901816     -33.530716
   14.409485       1.314050     -55.555478       2.522926
   14.191872     -13.333481     -37.953476      15.250525
   11.361129      64.214006     -34.416389       9.538294
   14.390770     -62.074169     -57.883898     -30.591598
   15.812423     -37.385259      -8.769514     -34.083749
   11.922442      15.225508     -34.488405     -25.807569
   14.886924     -49.806646      -8.415745     -13.330516
   15.091205      -7.697858     -28.010421     -20.646017
   14.310104      -0.812313     -19.586455       8.178960
   14.358203     -26.685397      26.531705     -14.062314
   14.402155     -12.732510     -24.858743       3.969456
   14.989997      12.692378     -27.968942     -11.216696
   15.130601       3.503035     -18.479290      -5.554597
   15.085116      -4.179434     -37.052407      15.167488
   15.072236     -30.285737      -1.208194      22.504841
   14.597324     -55.639479      23.374244      21.916910
   13.366029      14.585685     -33.867043     -22.881014
   15.081297      18.213165      -4.881489     -15.438324
   11.447603      -6.911581     -10.438847     -16.141107
   14.645866     -19.028423     -51.477447       8.216827
   15.252712      26.395818     -15.009031      41.571452
   15.128520       4.319049     -25.481336       9.278749
   15.125490      20.760759     -42.207674       8.605006
   12.605168     -75.149110      -1.866048     -25.784938
   14.994360       6.748376     -19.288761     -18.366537
   13.018499      -1.187129       2.093632     -20.692064
   15.048167      58.671233     -41.502466      11.415624
   14.975734     -20.594813     -18.537053      -1.990672
   15.074295     -36.469529     -12.618833     -12.992522
   15.064901     -13.928056      26.339184      17.412146
   15.503538     -44.103607     -55.138743     -26.408623
   15.906314      10.840954     -32.134845      16.667403
   14.997477      -7.441039     -22.723788      19.374594
   15.080694     -47.003256     -61.370368     -51.509806
   15.038594     -32.574760      11.005337     -28.633292
    9.610329     -77.207177     -34.677151      22.389208
   15.575126     -23.849811     -37.856188       4.923175
   15.640375      -1.893267      40.720453     -26.598783
   15.116970     -15.513195       3.484357     -27.718803
   14.977400     -20.049771     -13.089560     -22.679667
   12.650097      12.871536     -29.606603       0.198300
   14.915878     -37.696865       9.222495       3.135028
   14.468097       7.169381     -24.489727     -51.078671
   14.959823     -49.219220     -17.082923     -48.618004
   15.013140       8.472655      13.659629     -12.640211
   15.008556     -80.988044       3.333654     -10.123925
   15.039722    -100.328932     -42.963997     -28.449714
   12.492087     -22.050247      16.638427     -19.950782
   15.045341      23.076582      -1.647190      -3.222285
   14.938294      30.039609     -20.344601     -16.358333
   14.837081      20.632578     -21.042136      24.311246
   14.984909      12.518135      10.522976     -22.084911
   15.024983     -48.653573     -41.292814     -17.404719
   14.459069     -41.309803      -3.969880      -0.963306
   15.037463     -40.027474     -28.243130      20.438862
   12.913798     -60.407321     -22.352001     -25.495687
   14.986919     -18.365797     -24.266206      -6.825748
