    6.000000       1.641458     -11.598902      -6.520054      28.079263      20.303569      19.952744
    6.500000       1.641458     -11.598902      -6.520054      28.079263      20.303569      19.952744
    7.000000       1.641458     -11.598902      -6.520054      28.079263      20.303569      19.952744
    7.500000       1.641458     -11.598902      -6.520054      28.079263      20.303569      19.952744
    8.000000       1.641458     -11.598902      -6.520054      28.079263      20.303569      19.952744
    8.500000       1.641458     -11.598902      -6.520054      28.079263      20.303569      19.952744
    9.000000       1.641458     -11.598902      -6.520054      28.079263      20.303569      19.952744
    9.500000       1.641458     -11.598902      -6.520054      28.079263      20.303569      19.952744
   10.000000       1.641458     -11.598902      -6.520054      28.079263      20.303569      19.952744
   10.500000       1.641458     -11.598902      -6.520054      28.079263      20.303569      19.952744
   11.000000       1.641458     -11.598902      -6.520054      28.079263      20.303569      19.952744
   11.500000       1.641458     -11.598902      -6.520054      28.079263      20.303569      19.952744
   12.000000       1.641458     -11.598902      -6.520054      28.079263      20.303569      19.952744
   12.500000       1.641458     -11.598902      -6.520054      28.079263      20.303569      19.952744
   13.000000       1.641458     -11.598902      -6.520054      28.079263      20.303569      19.952744
   13.500000       1.641458     -11.598902      -6.520054      28.079263      20.303569      19.952744
   14.000000       1.641458     -11.598902      -6.520054      28.079263      20.303569      19.952744
   14.500000       1.641458     -11.598902      -6.520054      28.079263      20.303569      19.952744
   15.000000       1.641458     -11.598902      -6.520054      28.079263      20.303569      19.952744
   15.500000       1.641458     -11.598902      -6.520054      28.079263      20.303569      19.952744
   16.000000       1.641458     -11.598902      -6.520054      28.079263      20.303569      19.952744
   16.500000       1.641458     -11.598902      -6.520054      28.079263      20.303569      19.952744
   17.000000       1.641458     -11.598902      -6.520054      28.079263      20.303569      19.952744
   17.500000       1.641458     -11.598902      -6.520054      28.079263      20.303569      19.952744
   18.000000       1.641458     -11.598902      -6.520054      28.079263      20.303569      19.952744
   18.500000       1.641458     -11.598902      -6.520054      28.079263      20.303569      19.952744
   19.000000       1.641458     -11.598902      -6.520054      28.079263      20.303569      19.952744
   19.500000       1.641458     -11.598902      -6.520054      28.079263      20.303569      19.952744
   20.000000       1.641458     -11.598902      -6.520054      28.079263      20.303569      19.952744
   20.500000       1.641458     -11.598902      -6.520054      28.079263      20.303569      19.952744
