  399.043739      53.748614
 -113.008133    -276.182194
   44.983000    -370.499547
 -143.194728    -408.676673
  -20.491893     -39.155675
 -103.708890     184.652606
 -166.569488    -333.562184
   36.888967     213.350623
 -239.559546    -195.309810
 -176.508350     -75.863956
  210.217266    -332.124177
 -216.832710    -246.276609
  101.970771    -215.182463
 -101.829178    -227.265868
 -129.455227     -97.561155
 -307.047225    -318.312478
  360.654835    -268.680014
  -80.708914    -238.410681
 -192.493385     -28.234777
   14.639642    -209.257214
 -187.439059      47.099378
   -6.153797    -104.145262
  183.767918    -150.664243
    2.454796    -171.863222
  -11.217865    -190.259732
   10.464606     -66.535539
  -13.295105    -160.547365
  -48.233676    -170.802792
   85.849709     -58.114763
  232.981290     -51.614709
   38.862517    -234.271299
  126.182043    -160.499195
  -30.898279    -160.551973
  -28.262970    -165.918960
  -31.987655     -78.482916
   27.058147    -131.426413
  -11.416174    -134.421899
 -115.323169     -40.814271
  -53.760141    -100.972590
  -83.967668    -186.463063
  -89.752084    -121.670460
   26.509108     -74.503101
   -0.093163    -120.358755
   13.193642    -243.625774
   80.793732     -33.945661
   39.040831    -109.038245
  132.923012     -86.831846
   14.500378     -59.192563
  174.621544       0.256952
   11.571200    -124.768349
  -45.683555     -33.843343
  -21.385818    -139.673965
  188.960373    -135.227370
  187.568355    -109.936958
  -77.944693    -104.750023
   62.729601    -174.911035
 -106.233771     -20.218841
  125.311838     -45.808017
   67.414428    -227.876224
   31.319810     -67.226321
   12.602133    -108.501356
  -18.978592     -26.117239
 -105.514611     -24.793674
  -73.078481    -138.908517
  -77.293817     -26.296746
  -46.625725    -172.624496
   42.951125    -100.824046
   72.981823     -17.340294
  -33.212810     -67.573133
  114.423045    -157.574126
    0.792571     -52.988385
  119.812403    -104.981960
  -86.013441     -74.459794
    0.311479    -144.448617
  -98.012076     -39.466554
   46.289473     -82.049329
  -11.630600     -32.103209
  -42.330813    -211.786450
   35.182993    -121.929956
   29.786348     -69.719094
  -41.171974     -57.681276
    6.905218    -101.417642
  -80.879418     -83.234125
   -5.709288      12.498817
   32.960862      -7.473498
  -78.704850     -53.520513
  -25.547532     -48.713825
   73.375010    -175.285055
  -12.595691    -125.710932
   32.843370     -77.846079
  -54.395154    -101.568648
   94.433046     -31.932835
  -97.778080     -81.513694
   69.419736    -145.511298
 -120.859654     -95.481756
   70.588036     -96.594659
 -161.119368      -2.230232
  120.691255     -11.051113
   16.322895    -120.971177
    4.003134      21.865317
 -125.167359     -14.012665
   20.438702    -127.765330
  -35.291483      15.181916
  -30.633588     -83.759420
    4.333531     -56.263336
 -180.771429    -106.217015
    7.484103    -135.493655
   15.490667    -134.391374
 -121.952929     -88.492121
   14.681597      44.385139
  -46.695384     -24.487714
  -22.282721      -1.752201
  -66.412970     -65.519406
   16.212497     -73.196988
  -91.317178     -44.301792
  -20.116342      23.355340
   11.148938       5.023965
   67.816488      24.677800
   -4.205935     -75.431719
  -14.147161     -64.181670
  -54.220523     -14.422567
