    6.500000     -19.003146     100.000000
    7.500000      -3.454915      31.418549
    8.000000      -3.173653      24.603954
    8.500000     -12.915735      28.898910
    9.000000      -6.232532      21.984079
    9.500000     -13.591484      17.058059
   10.000000     -12.415083      25.948101
   10.500000     -15.108284      26.482708
   11.000000      -1.242051      25.961247
   11.500000      -5.587328      26.405625
   12.000000      -5.757539      20.464216
   12.500000     -17.265637      34.183594
   13.000000      -7.591283      34.152594
   13.500000     -16.944045      25.327231
   14.000000     -13.497983      39.634936
   14.500000     -24.723804      56.486648
   15.000000       9.981791     110.125336
   15.500000     -80.500583      44.578063
   16.000000     -12.139994      22.908891
